Node 21 (3115893)  |               905.30 |       347.87 |          527.31 |                   0.82 |                    5.89 |                      0.09 |                 4.59 |                        17.27 |          5852.17 |             0.00 |
Node 22 (3126705)  |               715.69 |       214.87 |          337.47 |                   0.84 |                  138.04 |                      0.14 |                 8.25 |                        13.69 |          5922.69 |             0.00 |
Node 23 (3126532)  |               897.31 |       223.93 |          519.45 |                   0.84 |                  128.96 |                      0.25 |                 9.62 |                        11.56 |          5898.89 |             0.00 |
Node 24 (3124332)  |               946.52 |       339.12 |          567.71 |                   1.66 |                   13.70 |                      0.08 |                 9.76 |                        12.79 |          5889.03 |             0.00 |
Node 25 (3128104)  |               689.45 |       217.51 |          311.74 |                   0.85 |                  135.69 |                      0.24 |                 9.70 |                        11.89 |          5911.69 |             0.00 |
Node 26 (3115066)  |               941.62 |       352.96 |          563.15 |                   0.84 |                    0.25 |                      0.35 |                20.86 |                         0.01 |          5568.66 |             0.00 |
Node 27 (3121146)  |               700.72 |       347.15 |          322.92 |                   0.83 |                    6.58 |                      0.07 |                 9.27 |                        11.29 |          5867.90 |             0.00 |
Node 28 (3122402)  |               898.38 |       339.33 |          520.51 |                   1.66 |                   13.69 |                      0.85 |                 9.00 |                         9.94 |          5901.32 |             0.00 |
Node 29 (3129751)  |               903.37 |       338.61 |          525.46 |                   1.66 |                   13.70 |                      0.21 |                10.32 |                        10.33 |          5841.71 |             0.00 |
Node 30 (3117024)  |               692.80 |       216.72 |          314.07 |                   0.82 |                  136.87 |                      0.36 |                 8.81 |                        10.98 |          5884.80 |             0.00 |
Node 31 (3133813)  |               900.24 |       221.85 |          521.13 |                   0.85 |                  131.61 |                      0.13 |                 9.46 |                        11.08 |          5860.96 |             0.00 |
Node 32 (3146976)  |               697.82 |       350.22 |          319.59 |                   1.54 |                    2.20 |                      0.36 |                10.39 |                        10.56 |          5873.33 |             0.00 |
=======================================================================================================================================================================================================================================================
Time max, ms       |               946.52 |       352.96 |          567.71 |                   1.67 |                  172.94 |                      0.85 |                20.86 |                        18.36 |          5922.69 |             0.00 |
Speed, MB/s        |             10176.30 |       852.79 |          530.10 |
