Node 38 (2080928)  |               783.72 |       213.61 |          538.83 |                   1.02 |                   12.64 |                      0.53 |                10.57 |                         2.33 |          1545.48 |             0.00 |
Node 39 (2079253)  |               775.62 |       203.68 |          530.02 |                   0.56 |                   22.25 |                      0.50 |                 4.90 |                         7.80 |          1554.47 |             0.00 |
Node 40 (2081618)  |               777.49 |       201.36 |          531.02 |                   1.01 |                   26.17 |                      0.12 |                 4.35 |                         5.04 |          1538.64 |             0.00 |
Node 41 (2081830)  |               785.30 |       218.69 |          539.97 |                   0.56 |                    9.20 |                      0.94 |                10.59 |                         1.07 |          1536.97 |             0.00 |
Node 42 (2088334)  |               787.94 |       196.68 |          543.06 |                   0.56 |                   24.31 |                      0.31 |                11.67 |                         2.34 |          1518.39 |             0.00 |
Node 43 (2082591)  |               785.22 |       222.12 |          538.30 |                   0.57 |                    2.93 |                      0.38 |                11.00 |                         2.97 |          1543.23 |             0.00 |
Node 44 (2082108)  |               787.29 |       223.61 |          540.71 |                   1.12 |                    2.26 |                      0.10 |                 9.80 |                         5.04 |          1528.27 |             0.00 |
Node 45 (2083734)  |               781.28 |       221.03 |          532.10 |                   0.72 |                    4.15 |                      0.12 |                 2.77 |                         8.68 |          1539.80 |             0.00 |
Node 46 (2083709)  |               787.02 |       201.76 |          536.84 |                   0.56 |                   24.25 |                      0.11 |                 4.19 |                        10.78 |          1533.37 |             0.00 |
Node 47 (2087180)  |               775.96 |       171.77 |          529.68 |                   1.10 |                   54.63 |                      0.12 |                 2.68 |                        12.20 |          1523.90 |             0.00 |
Node 48 (2107377)  |               786.59 |       201.73 |          541.28 |                   0.58 |                   24.35 |                      0.12 |                 4.67 |                         9.78 |          1520.16 |             0.00 |
=======================================================================================================================================================================================================================================================
Time max, ms       |               792.22 |       226.75 |          546.73 |                   1.13 |                   54.63 |                      1.30 |                11.94 |                        12.20 |          1632.00 |             0.00 |
Speed, MB/s        |              2527.99 |       184.01 |           77.00 |
