Single Thread Sorting Time: 18458.7[ms]
Single Thread Speed: 521.813[MB/s]

                     Distributed Sort, ms | MSD Sort, ms | Local Merge, ms | Local Partitioning, ms | Global Partitioning, ms | Buckets Determination, ms | Strings Exchange, ms | Strings Exchange Waiting, ms | Reading Data, ms | Writing Data, ms |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Node 1 (3404814)   |              3317.06 |       212.01 |          110.28 |                   0.83 |                    0.86 |                      0.10 |                 2.39 |                        30.75 |          5383.65 |             0.00 |
Node 2 (3162229)   |              3451.43 |       436.63 |          244.38 |                   0.84 |                 2733.78 |                      0.84 |                18.79 |                        10.09 |          5341.24 |             0.00 |
Node 3 (3126247)   |              3447.95 |       441.85 |          240.90 |                   0.85 |                 2729.02 |                      0.17 |                10.14 |                        21.07 |          5652.72 |             0.00 |
Node 4 (3120746)   |              3298.89 |       244.80 |           92.27 |                   0.84 |                 2925.84 |                      0.24 |                19.09 |                        13.59 |          5365.65 |             0.00 |
Node 5 (3125462)   |              3329.50 |       241.28 |          122.72 |                   0.83 |                 2929.48 |                      0.10 |                 8.12 |                        25.11 |          5661.24 |             0.00 |
Node 6 (4130324)   |              3426.35 |       452.17 |          220.08 |                   1.34 |                 2717.71 |                      0.10 |                10.94 |                        22.28 |          5282.66 |             0.00 |
Node 7 (4881680)   |              3426.66 |       442.35 |          220.31 |                   0.85 |                 2728.72 |                      0.15 |                11.86 |                        21.17 |          5665.54 |             0.00 |
Node 8 (0)         |              3207.17 |       182.63 |            0.06 |                   0.85 |                 2988.20 |                      0.23 |                 3.62 |                        26.13 |          5671.32 |             0.00 |
Node 9 (4102393)   |              3447.86 |       292.23 |          241.19 |                   1.44 |                 2877.77 |                      0.09 |                 4.02 |                        28.33 |          5667.87 |             0.00 |
Node 10 (3111820)  |              3415.51 |       403.20 |          208.59 |                   0.84 |                 2768.18 |                      0.12 |                 4.32 |                        27.60 |          5420.99 |             0.00 |
Node 11 (2722752)  |              3302.09 |       404.93 |           95.84 |                   0.83 |                 2766.42 |                      0.21 |                 6.72 |                        25.14 |          5411.66 |             0.00 |
Node 12 (2294922)  |              3290.37 |       414.94 |           83.91 |                   1.42 |                 2755.06 |                      0.22 |                 7.90 |                        24.41 |          5118.84 |             0.00 |
Node 13 (3036681)  |              3458.25 |       431.94 |          252.08 |                   0.83 |                 2739.42 |                      0.10 |                 7.44 |                        24.62 |          5647.26 |             0.00 |
Node 14 (3537541)  |              3431.69 |       249.77 |          224.96 |                   0.91 |                 2920.35 |                      0.52 |                31.16 |                         0.01 |          5398.62 |             0.00 |
Node 15 (3118538)  |              3456.34 |       434.20 |          249.30 |                   1.37 |                 2736.89 |                      0.23 |                10.53 |                        20.23 |          4882.37 |             0.00 |
Node 16 (3124518)  |              3451.32 |       294.76 |          244.18 |                   0.84 |                 2876.20 |                      0.10 |                 9.55 |                        20.24 |          5668.61 |             0.00 |
Node 17 (3617058)  |              3301.76 |      3167.16 |           95.39 |                   0.86 |                    4.00 |                      0.01 |                10.16 |                        20.41 |          5230.99 |             0.00 |
Node 18 (5487647)  |              3397.10 |      1332.01 |          190.79 |                   0.84 |                 1838.73 |                      0.01 |                 4.45 |                        26.76 |          5652.17 |             0.00 |
Node 19 (0)        |              3206.86 |      2379.35 |            0.03 |                   0.84 |                  791.81 |                      0.03 |                 7.85 |                        25.46 |          5665.83 |             0.00 |
Node 20 (3999961)  |              3355.78 |      2809.49 |          149.27 |                   0.83 |                  362.16 |                      0.09 |                10.90 |                        20.02 |          5638.08 |             0.00 |
Node 21 (4887724)  |              3419.69 |      2744.41 |          212.50 |                   0.84 |                  426.29 |                      0.06 |                 8.47 |                        24.35 |          5649.44 |             0.00 |
Node 22 (0)        |              3206.98 |      3116.59 |            0.05 |                   0.84 |                   54.39 |                      0.02 |                10.53 |                        20.61 |          5666.31 |             0.00 |
Node 23 (3270776)  |              3339.59 |      2727.55 |          132.79 |                   0.83 |                  443.48 |                      0.05 |                 9.13 |                        22.08 |          5632.33 |             0.00 |
Node 24 (3115069)  |              3417.25 |      2348.05 |          210.54 |                   0.82 |                  823.42 |                      0.02 |                23.12 |                         7.58 |          5463.27 |             0.00 |
Node 25 (4440624)  |              3317.36 |      3159.70 |          110.40 |                   0.83 |                   11.59 |                      0.01 |                10.19 |                        20.36 |          5617.34 |             0.00 |
Node 26 (0)        |              3206.43 |      2317.09 |            0.03 |                   0.83 |                  853.22 |                      0.02 |                 5.55 |                        27.09 |          5648.79 |             0.00 |
Node 27 (6978428)  |              3436.39 |      3170.61 |          229.51 |                   0.84 |                    0.96 |                      0.01 |                 8.31 |                        23.84 |          5608.46 |             0.00 |
Node 28 (0)        |              3206.18 |      2305.50 |            0.05 |                   1.76 |                  864.60 |                      0.04 |                 6.27 |                        24.49 |          5665.85 |             0.00 |
Node 29 (4815322)  |              3292.16 |      3129.02 |           85.62 |                   0.84 |                   42.34 |                      0.05 |                10.28 |                        20.74 |          5654.20 |             0.00 |
Node 30 (3127032)  |              3457.32 |      2777.02 |          250.81 |                   0.83 |                  394.26 |                      0.04 |                 8.75 |                        21.54 |          5533.68 |             0.00 |
Node 31 (3118925)  |              3377.45 |      3100.05 |          171.15 |                   0.85 |                   71.10 |                      0.02 |                10.07 |                        21.14 |          5672.24 |             0.00 |
Node 32 (3140767)  |              3384.12 |      2773.04 |          177.45 |                   0.84 |                  397.35 |                      0.06 |                11.86 |                        19.86 |          5313.20 |             0.00 |
=======================================================================================================================================================================================================================================================
Time max, ms       |              3458.25 |      3170.61 |          252.08 |                   1.76 |                 2988.20 |                      0.84 |                31.16 |                        30.75 |          5672.24 |             0.00 |
Speed, MB/s        |              2785.26 |        94.94 |         1160.35 |
