Node 15 (2089216)  |               885.84 |       254.82 |          607.94 |                   1.13 |                    4.26 |                      0.13 |                10.06 |                         4.28 |          2751.66 |             0.00 |
Node 16 (2080236)  |               655.47 |       230.44 |          371.01 |                   0.57 |                   26.58 |                      0.26 |                 7.15 |                         7.36 |          2812.55 |             0.00 |
Node 17 (2081436)  |               618.77 |       255.87 |          338.32 |                   1.01 |                    4.08 |                      0.52 |                 9.61 |                         0.41 |          3181.52 |             0.00 |
Node 18 (2082806)  |               652.41 |       255.26 |          375.15 |                   1.13 |                    4.25 |                      0.13 |                 7.96 |                         7.48 |          3219.46 |             0.00 |
Node 19 (2078159)  |               836.62 |       250.75 |          558.41 |                   0.99 |                    9.06 |                      0.28 |                10.68 |                         2.24 |          3233.56 |             0.00 |
Node 20 (2081812)  |               893.49 |       254.66 |          614.55 |                   1.13 |                    3.59 |                      0.11 |                 4.99 |                        10.41 |          3256.84 |             0.00 |
Node 21 (2082220)  |               720.25 |       228.61 |          442.89 |                   1.00 |                   30.23 |                      0.58 |                 6.95 |                         6.42 |          3256.63 |             0.00 |
Node 22 (2079352)  |               602.91 |       228.98 |          325.30 |                   1.12 |                   29.91 |                      0.54 |                 5.26 |                         5.61 |          3258.75 |             0.00 |
Node 23 (2084037)  |               909.72 |       249.88 |          630.52 |                   0.59 |                    5.87 |                      0.15 |                11.87 |                         2.09 |          3255.01 |             0.00 |
Node 24 (2086131)  |               749.31 |       248.45 |          470.71 |                   0.57 |                    7.67 |                      0.52 |                11.59 |                         1.75 |          2785.75 |             0.00 |
Node 25 (2080548)  |               596.70 |       255.22 |          316.69 |                   0.99 |                    4.53 |                      0.48 |                 8.65 |                         0.75 |          3233.75 |             0.00 |
Node 26 (2073200)  |               610.91 |       251.62 |          332.98 |                   1.12 |                    6.94 |                      0.26 |                11.71 |                         3.09 |          2718.94 |             0.00 |
Node 27 (2083294)  |               802.44 |       250.62 |          524.51 |                   1.03 |                    9.48 |                      0.28 |                11.03 |                         3.90 |          2813.58 |             0.00 |
Node 28 (2084892)  |               693.20 |       194.84 |          414.18 |                   1.11 |                   64.87 |                      0.20 |                 2.85 |                        12.02 |          2776.04 |             0.00 |
Node 29 (2079602)  |               577.28 |       190.67 |          292.91 |                   1.02 |                   68.11 |                      0.14 |                 3.42 |                        11.29 |          3244.15 |             0.00 |
Node 30 (2087436)  |               872.02 |       227.82 |          594.43 |                   1.12 |                   29.74 |                      0.41 |                 5.85 |                         5.09 |          2718.79 |             0.00 |
Node 31 (2078821)  |               607.59 |       229.59 |          330.05 |                   1.12 |                   29.88 |                      0.11 |                 4.30 |                        11.12 |          2751.15 |             0.00 |
Node 32 (2081370)  |               580.99 |       257.03 |          300.77 |                   1.14 |                    2.24 |                      0.66 |                11.16 |                         0.56 |          3224.63 |             0.00 |
Node 33 (2078517)  |               723.03 |       249.72 |          444.73 |                   0.57 |                    8.70 |                      0.26 |                11.27 |                         2.34 |          3245.18 |             0.00 |
Node 34 (2079937)  |               755.62 |       257.71 |          476.05 |                   1.13 |                    2.05 |                      0.53 |                 8.35 |                         0.00 |          3210.81 |             0.00 |
Node 35 (2079166)  |               748.88 |       257.07 |          468.70 |                   1.14 |                    2.25 |                      0.67 |                10.96 |                         0.69 |          3216.80 |             0.00 |
Node 36 (2080505)  |               808.51 |       252.67 |          531.17 |                   1.12 |                    6.75 |                      0.38 |                 6.83 |                         7.76 |          3229.85 |             0.00 |
Node 37 (2082608)  |               885.36 |       257.32 |          605.66 |                   1.13 |                    2.07 |                      0.12 |                 8.54 |                         0.77 |          3224.63 |             0.00 |
Node 38 (2083698)  |               893.47 |       194.64 |          615.53 |                   1.11 |                   64.84 |                      0.23 |                 2.46 |                         7.21 |          2795.12 |             0.00 |
Node 39 (2081604)  |               614.02 |       230.27 |          335.61 |                   1.01 |                   28.29 |                      0.75 |                 9.24 |                         1.27 |          2835.71 |             0.00 |
Node 40 (2085882)  |               742.46 |       253.73 |          465.01 |                   0.57 |                    3.01 |                      0.18 |                 2.52 |                         7.27 |          2644.85 |             0.00 |
Node 41 (2083912)  |               624.63 |       258.43 |          345.76 |                   1.13 |                    0.40 |                      1.03 |                 8.88 |                         1.35 |          3210.43 |             0.00 |
Node 42 (2084915)  |               692.45 |       230.53 |          414.66 |                   1.13 |                   28.49 |                      0.66 |                 6.79 |                         5.89 |          3218.67 |             0.00 |
Node 43 (2077379)  |               589.78 |       255.23 |          312.32 |                   0.57 |                    1.12 |                      0.12 |                 5.94 |                         9.27 |          2782.10 |             0.00 |
Node 44 (2088014)  |               602.83 |       249.56 |          324.25 |                   0.96 |                    8.67 |                      0.13 |                11.39 |                         1.43 |          3207.70 |             0.00 |
Node 45 (2086898)  |               910.37 |       254.54 |          632.32 |                   1.12 |                    5.47 |                      1.00 |                 8.98 |                         2.87 |          2753.47 |             0.00 |
Node 46 (2088720)  |               893.40 |       227.74 |          615.66 |                   1.12 |                   31.33 |                      0.14 |                 6.84 |                         6.20 |          3190.17 |             0.00 |
Node 47 (2085244)  |               868.84 |       254.28 |          589.80 |                   1.12 |                    5.50 |                      0.11 |                 5.59 |                         9.90 |          2768.94 |             0.00 |
Node 48 (2100082)  |               909.62 |       227.13 |          625.09 |                   0.56 |                   29.37 |                      0.16 |                 6.80 |                         8.31 |          2736.59 |             0.00 |
=======================================================================================================================================================================================================================================================
Time max, ms       |               910.37 |       258.60 |          632.32 |                   1.14 |                   68.11 |                      1.24 |                11.87 |                        12.22 |          3258.75 |             0.00 |
Speed, MB/s        |              5342.59 |       391.84 |          160.52 |
